Table 6,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,City of San Mateo,106020,266,2,45,68,151,2217,516,1523,178
,City of Livermore,91418,193,2,30,39,122,1554,139,1279,136
,City of Redwood City,87427,189,0,32,70,87,1343,165,1014,164
,City of Pleasanton,84017,112,0,12,56,44,1632,149,1386,97
,City of San Ramon,76387,58,0,4,21,33,1099,179,869,51
,City of Walnut Creek,70546,120,0,6,40,74,2496,307,2034,155
,City of South San Francisco,68251,166,2,19,64,81,1484,230,1074,180
,City of San Rafael,58819,230,0,23,87,120,1686,299,1173,214
,Total area actually reporting,1,22317,201,1718,10305,10093,167013,18004,127917,21092
,"Rate per 100,000 inhabitants",,470.8,4.2,36.2,217.4,212.9,3523.6,379.8,2698.7,445
"Oakland-Berkeley-Livermore, CA M.D.",,2826061,,,,,,,,,
,Includes Alameda and Contra Costa Counties,,,,,,,,,,
,Total area actually reporting,1,13872,150,1022,6435,6265,95286,10096,70324,14866
,"Rate per 100,000 inhabitants",,490.9,5.3,36.2,227.7,221.7,3371.7,357.2,2488.4,526
"San Francisco-San Mateo-Redwood City, CA M.D.",,1655482,,,,,,,,,
,Includes San Francisco and San Mateo Counties,,,,,,,,,,
,Total area actually reporting,1,7929,50,652,3725,3502,66284,6907,53571,5806
,"Rate per 100,000 inhabitants",,479,3,39.4,225,211.5,4003.9,417.2,3236,350.7
"San Rafael, CA M.D.",,258329,,,,,,,,,
,Includes Marin County,,,,,,,,,,
,Total area actually reporting,1,516,1,44,145,326,5443,1001,4022,420
,"Rate per 100,000 inhabitants",,199.7,0.4,17,56.1,126.2,2107,387.5,1556.9,162.6
"San Jose-Sunnyvale-Santa Clara, CA M.S.A.",,2002715,,,,,,,,,
,Includes San Benito and Santa Clara Counties,,,,,,,,,,
,City of San Jose,1040008,4559,32,671,1339,2517,25164,4114,14924,6126
,City of Sunnyvale,154859,259,0,37,84,138,3380,458,2598,324
,City of Santa Clara,131173,214,0,35,73,106,4748,363,4013,372
,City of Mountain View,84599,165,0,20,49,96,2463,321,2030,112
,City of Milpitas,82344,102,2,15,48,37,2193,201,1791,201
,City of Palo Alto,66938,86,1,10,46,29,1983,179,1722,82
,City of Cupertino,60357,55,1,6,14,34,1018,175,803,40
,Total area actually reporting,1,6508,46,940,1865,3657,48078,6923,32978,8177
,"Rate per 100,000 inhabitants",,325,2.3,46.9,93.1,182.6,2400.6,345.7,1646.7,408.3
"San Luis Obispo-Paso Robles, CA M.S.A.",,283427,,,,,,,,,
,Includes San Luis Obispo County,, ,,,,,,,,
,City of San Luis Obispo,47735,192,0,44,34,114,1738,277,1387,74
,City of Paso Robles,32528,53,0,9,13,31,646,78,523,45
,Total area actually reporting,1,630,5,95,77,453,5119,995,3800,324
,"Rate per 100,000 inhabitants",,222.3,1.8,33.5,27.2,159.8,1806.1,351.1,1340.7,114.3
"Santa Cruz-Watsonville, CA M.S.A.",,273351,,,,,,,,,
,Includes Santa Cruz County,, ,,,,,,,,
,City of Santa Cruz,65263,389,0,29,88,272,2932,348,2363,221
,City of Watsonville,54261,328,1,37,53,237,971,148,589,234
,Total area actually reporting,1,1106,6,137,182,781,7005,1039,5138,828
,"Rate per 100,000 inhabitants",,404.6,2.2,50.1,66.6,285.7,2562.6,380.1,1879.6,302.9
"Santa Rosa-Petaluma, CA M.S.A.",,497643,,,,,,,,,
,Includes Sonoma County,, ,,,,,,,,
,City of Santa Rosa,177884,857,3,146,126,582,2874,486,2077,311
,City of Petaluma,62425,190,3,22,28,137,789,109,626,54
,Total area actually reporting,1,2016,9,277,243,1487,6760,1228,4966,566
,"Rate per 100,000 inhabitants",,405.1,1.8,55.7,48.8,298.8,1358.4,246.8,997.9,113.7
"Scranton–Wilkes-Barre, PA M.S.A.",,553678,,,,,,,,,
,"Includes Lackawanna, Luzerne, and Wyoming Counties",, ,,,,,,,,
,City of Scranton,77323,1199,0,45,66,1088,1347,239,1026,82
,City of Wilkes-Barre,40722,242,3,24,68,147,852,194,616,42
,Total area actually reporting,0.954,2180,7,157,207,1809,6729,1104,5283,342
,Estimated total,1,2220,7,160,210,1843,6974,1133,5488,353
,"Rate per 100,000 inhabitants",,401,1.3,28.9,37.9,332.9,1259.6,204.6,991.2,63.8
"Sebastian-Vero Beach, FL M.S.A.",,158842, ,,,,, ,,,
,Includes Indian River County,,,,,,,,,,
,City of Sebastian,26232,19,0,6,4,9,297,20,262,15
,City of Vero Beach,17503,54,0,6,8,40,343,46,275,22
,Total area actually reporting,1,352,6,36,31,279,2095,248,1708,139
,"Rate per 100,000 inhabitants",,221.6,3.8,22.7,19.5,175.6,1318.9,156.1,1075.3,87.5
"Sebring-Avon Park, FL M.S.A.",,105547, ,,,,, ,,,
,Includes Highlands County,,,,,,,,,,
,City of Sebring,11008,57,6,9,13,29,481,131,339,11
,Total area actually reporting,1,280,11,30,58,181,2341,546,1709,86
,"Rate per 100,000 inhabitants",,265.3,10.4,28.4,55,171.5,2218,517.3,1619.2,81.5
"Sheboygan, WI M.S.A.3",,115305, ,,,,, ,,,
,Includes Sheboygan County,,,,,,,,,,
,City of Sheboygan,48035,172,0,48,10,114,783,88,676,19
,Total area actually reporting,1,207,0,59,11,137,1272,125,1103,44
,"Rate per 100,000 inhabitants",,179.5,0,51.2,9.5,118.8,1103.2,108.4,956.6,38.2
"Sherman-Denison, TX M.S.A.3",,134857,,,,,,,,,
,Includes Grayson County,, ,,,,,,,,
,City of Sherman3,43002,179,3,32,27,117,1122,241,790,91
,City of Denison3,25432,106,1,22,5,78,464,103,304,57
,Total area actually reporting,0.984,338,5,71,40,222,2162,494,1454,214
,Estimated total,1,342,5,71,40,226,2194,500,1476,218
,"Rate per 100,000 inhabitants",,253.6,3.7,52.6,29.7,167.6,1626.9,370.8,1094.5,161.7
"Shreveport-Bossier City, LA M.S.A.",,395040, ,,,,, ,,,
,"Includes Bossier, Caddo, and De Soto Parishes",,,,,,,,,,
,City of Shreveport,187556,1462,35,133,294,1000,9189,1626,6915,648
,City of  Bossier City,69044,546,2,52,72,420,3225,461,2382,382
,Total area actually reporting,1,2225,41,201,371,1612,13978,2403,10451,1124
,"Rate per 100,000 inhabitants",,563.2,10.4,50.9,93.9,408.1,3538.4,608.3,2645.6,284.5
"Sierra Vista-Douglas, AZ M.S.A.",,126231, ,,,,, ,,,
,Includes Cochise County,,,,,,,,,,
,City of Sierra Vista,44310,116,2,7,16,91,987,124,800,63
,City of Douglas,15786,10,0,0,0,10,594,88,486,20
,Total area actually reporting,0.921,207,3,11,19,174,2283,448,1678,157
,Estimated total,1,275,3,15,27,230,2729,545,1988,196
,"Rate per 100,000 inhabitants",,217.9,2.4,11.9,21.4,182.2,2161.9,431.7,1574.9,155.3
"Sioux City, IA-NE-SD M.S.A.",,143233, ,,,,, ,,,
,"Includes Woodbury County, IA; Dakota and Dixon Counties, NE; and Union County, SD",,,,,,,,,,
,"City of Sioux City, IA",82333,366,2,50,57,257,3203,645,2310,248
,Total area actually reporting,1,452,2,58,61,331,4013,816,2871,326
,"Rate per 100,000 inhabitants",,315.6,1.4,40.5,42.6,231.1,2801.7,569.7,2004.4,227.6
"Sioux Falls, SD M.S.A.",,268714, ,,,,, ,,,
,"Includes Lincoln, McCook, Minnehaha, and Turner Counties",,,,,,,,,,
,City of Sioux Falls,185628,897,4,116,68,709,5653,695,4300,658
,Total area actually reporting,0.993,1040,5,151,71,813,6513,989,4769,755
,Estimated total,1,1043,5,151,71,816,6522,993,4772,757
,"Rate per 100,000 inhabitants",,388.1,1.9,56.2,26.4,303.7,2427.1,369.5,1775.9,281.7
"Spartanburg, SC M.S.A.",,317919, ,,,,, ,,,
,Includes Spartanburg and Union Counties,,,,,,,,,,
,City of Spartanburg,37754,448,6,24,77,341,2450,440,1839,171
,Total area actually reporting,0.998,1597,23,104,175,1295,8708,1937,5949,822
,Estimated total,1,1599,23,104,175,1297,8729,1941,5965,823
,"Rate per 100,000 inhabitants",,503,7.2,32.7,55,408,2745.7,610.5,1876.3,258.9
"Spokane-Spokane Valley, WA M.S.A.",,563721, ,,,,, ,,,
,Includes Spokane and Stevens Counties,,,,,,,,,,
,City of Spokane,220432,1520,6,230,311,973,13048,1743,10026,1279
,City of Spokane Valley,100983,311,1,38,82,190,4465,483,3626,356
,Total area actually reporting,0.991,2140,13,351,428,1348,21565,3048,16540,1977
,Estimated total,1,2148,13,352,429,1354,21682,3066,16628,1988
,"Rate per 100,000 inhabitants",,381,2.3,62.4,76.1,240.2,3846.2,543.9,2949.7,352.7
"Springfield, IL M.S.A.",,206349, ,,,,, ,,,
,Includes Menard and Sangamon Counties,,,,,,,,,,
,City of Springfield,114393,889,9,108,208,564,5080,1039,3776,265
,Total area actually reporting,0.979,1200,10,145,238,807,5979,1341,4281,357
,Estimated total,1,1205,10,145,238,812,6047,1352,4333,362
,"Rate per 100,000 inhabitants",,584,4.8,70.3,115.3,393.5,2930.5,655.2,2099.8,175.4
"Springfield, MA M.S.A.",,698309, ,,,,, ,,,
,"Includes Franklin, Hampden and Hampshire Counties",,,,,,,,,,
,City of Springfield,154306,1397,20,81,358,938,4005,746,2766,493
,Total area actually reporting,0.966,3222,31,354,551,2286,11950,2131,8836,983
,Estimated total,1,3294,31,361,562,2340,12211,2171,9037,1003
,"Rate per 100,000 inhabitants",,471.7,4.4,51.7,80.5,335.1,1748.7,310.9,1294.1,143.6
"Springfield, MO M.S.A.3",,470347, ,,,,, ,,,
,"Includes Christian, Dallas, Greene, Polk, and Webster Counties",,,,,,,,,,
,City of Springfield,169235,2571,11,356,319,1885,13188,2068,9436,1684
,Total area actually reporting,0.998,2974,17,435,348,2174,17244,2885,12285,2074
,Estimated total,1,2976,17,435,348,2176,17261,2889,12296,2076
,"Rate per 100,000 inhabitants",,632.7,3.6,92.5,74,462.6,3669.8,614.2,2614.2,441.4
"Springfield, OH M.S.A.",,133886, ,,,,, ,,,
,Includes Clark County,,,,,,,,,,
,City of Springfield,59128,292,3,14,124,151,2992,763,1978,251
,Total area actually reporting,0.926,315,3,14,124,174,3341,847,2231,263
,Estimated total,1,330,3,17,127,183,3554,871,2413,270
,"Rate per 100,000 inhabitants",,246.5,2.2,12.7,94.9,136.7,2654.5,650.6,1802.3,201.7
"State College, PA M.S.A.",,163681, ,,,,, ,,,
,Includes Centre County,,,,,,,,,,
,City of State College,58633,54,3,11,8,32,548,36,497,15
,Total area actually reporting,1,200,3,99,20,78,1466,177,1255,34
,"Rate per 100,000 inhabitants",,122.2,1.8,60.5,12.2,47.7,895.6,108.1,766.7,20.8
"Staunton, VA M.S.A.",,122903, ,,,,, ,,,
,Includes Augusta County and Staunton and Waynesboro Cities ,,,,,,,,,,
,City of Staunton,24931,51,0,18,5,28,473,35,419,19
,Total area actually reporting,1,210,2,46,13,149,1756,255,1360,141
,"Rate per 100,000 inhabitants",,170.9,1.6,37.4,10.6,121.2,1428.8,207.5,1106.6,114.7
"St. Cloud, MN M.S.A.3",,200776, ,,,,, ,,,
,Includes Benton and Stearns Counties,,,,,,,,,,
,City of St. Cloud,68311,298,0,73,50,175,2443,225,2044,174
,Total area actually reporting,1,371,1,88,57,225,4102,393,3444,265
,"Rate per 100,000 inhabitants",,184.8,0.5,43.8,28.4,112.1,2043.1,195.7,1715.3,132
"St. George, UT M.S.A.",,175978, ,,,,, ,,,
,Includes Washington County,,,,,,,,,,
,City of St. George,89160,181,2,48,13,118,1397,229,1023,145
,Total area actually reporting,0.983,293,3,81,20,189,2455,397,1856,202
,Estimated total,1,299,3,83,21,192,2536,408,1922,206
,"Rate per 100,000 inhabitants",,169.9,1.7,47.2,11.9,109.1,1441.1,231.8,1092.2,117.1
"St. Joseph, MO-KS M.S.A.",,126250, ,,,,, ,,,
,"Includes Doniphan County, KS and Andrew, Buchanan, and DeKalb Counties, MO",,,,,,,,,,
,"City of St. Joseph, MO",75872,431,2,124,54,251,4355,584,3132,639
,Total area actually reporting,0.99,505,3,146,56,300,4868,680,3453,735
,Estimated total,1,511,3,146,57,305,4889,685,3468,736
,"Rate per 100,000 inhabitants",,404.8,2.4,115.6,45.1,241.6,3872.5,542.6,2746.9,583
"Stockton, CA M.S.A.",,754858, ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,313604,4380,34,181,1158,3007,12367,2209,8480,1678
,Total area actually reporting,1,5952,50,301,1560,4041,21409,3771,14560,3078
,"Rate per 100,000 inhabitants",,788.5,6.6,39.9,206.7,535.3,2836.2,499.6,1928.8,407.8
"Sumter, SC M.S.A.",,140002, ,,,,, ,,,
,Includes Clarendon and Sumter Counties,,,,,,,,,,
,City of Sumter,39546,418,8,11,48,351,1796,397,1291,108
,Total area actually reporting,1,1006,17,52,96,841,4411,1093,2989,329
,"Rate per 100,000 inhabitants",,718.6,12.1,37.1,68.6,600.7,3150.7,780.7,2135,235
"Syracuse, NY M.S.A.",,645385, ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,142438,1129,19,105,246,759,4464,850,3051,563
,Total area actually reporting,1,1807,20,370,330,1087,10822,1626,8318,878
,"Rate per 100,000 inhabitants",,280,3.1,57.3,51.1,168.4,1676.8,251.9,1288.8,136
"Tallahassee, FL M.S.A.",,384437, ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,195104,1359,20,197,252,890,7763,1187,5897,679
,Total area actually reporting,0.992,2019,25,272,311,1411,11200,2141,8119,940
,Estimated total,1,2028,25,273,312,1418,11266,2154,8167,945
,"Rate per 100,000 inhabitants",,527.5,6.5,71,81.2,368.9,2930.5,560.3,2124.4,245.8
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,3167603,,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,400501,1622,31,120,285,1186,6523,1022,4978,523
,City of St. Petersburg,267696,1594,17,125,297,1155,8592,1044,6765,783
,City of Clearwater,117458,469,2,80,98,289,2810,268,2370,172
,City of Largo,85740,329,5,71,74,179,2348,202,1991,155
,City of Pinellas Park,53589,206,3,40,52,111,2038,192,1753,93
,Total area actually reporting,0.999,9246,126,1169,1575,6376,53335,6834,42460,4041
,Estimated total,1,9254,126,1170,1576,6382,53394,6845,42503,4046
,"Rate per 100,000 inhabitants",,292.1,4,36.9,49.8,201.5,1685.6,216.1,1341.8,127.7
"Texarkana, TX-AR M.S.A.3",,149595,,,,,,,,,
,"Includes Little River and Miller Counties, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ",37401,157,3,33,43,78,1710,280,1347,83
,Total area actually reporting,1,676,8,90,77,501,3968,836,2902,230
,"Rate per 100,000 inhabitants",,451.9,5.3,60.2,51.5,334.9,2652.5,558.8,1939.9,153.7
"The Villages, FL M.S.A.",,132914, ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,Total area actually reporting,1,249,5,18,20,206,1139,318,703,118
,"Rate per 100,000 inhabitants",,187.3,3.8,13.5,15,155,856.9,239.3,528.9,88.8
"Toledo, OH M.S.A.",,641535, ,,,,, ,,,
,"Includes Fulton, Lucas, Ottawa, and Wood Counties",,,,,,,,,,
,City of Toledo,273505,2604,34,205,655,1710,9470,2362,6314,794
,Total area actually reporting,0.911,2960,35,298,707,1920,14757,2880,10879,998
,Estimated total,1,3026,36,311,717,1962,15736,3011,11685,1040
,"Rate per 100,000 inhabitants",,471.7,5.6,48.5,111.8,305.8,2452.9,469.3,1821.4,162.1
"Topeka, KS M.S.A.4",,231941, ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage,4 Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,125655,895,13,74,243,565,6271,905,4404,962
,Total area actually reporting,0.979,1122,16,106,250,750,,,5533,1155
,Estimated total,1,1143,16,106,254,767,,,5588,1159
,"Rate per 100,000 inhabitants",,492.8,6.9,45.7,109.5,330.7,,,2409.2,499.7
"Trenton-Princeton, NJ M.S.A.",,368390,,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,83457,937,15,70,300,552,1748,360,1142,246
,City of Princeton,31610,10,0,1,0,9,238,45,190,3
,Total area actually reporting,1,1277,17,118,389,753,5571,931,4139,501
,"Rate per 100,000 inhabitants",,346.6,4.6,32,105.6,204.4,1512.3,252.7,1123.5,136
"Tucson, AZ M.S.A.",,1047076,,,,,,,,,
,Includes Pima County,, ,,,,,,,,
,City of Tucson,548374,3775,40,527,1105,2103,17943,2497,13196,2250
,Total area actually reporting,1,4685,56,653,1297,2679,30170,4242,22701,3227
,"Rate per 100,000 inhabitants",,447.4,5.3,62.4,123.9,255.9,2881.4,405.1,2168,308.2
"Tulsa, OK M.S.A.",,998117, ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,401700,3964,55,341,718,2850,21336,4846,13457,3033
,Total area actually reporting,1,5286,82,573,828,3803,32217,7356,20556,4305
,"Rate per 100,000 inhabitants",,529.6,8.2,57.4,83,381,3227.8,737,2059.5,431.3
"Twin Falls, ID M.S.A.",,111928,,,,,,,,,
,Includes Jerome and Twin Falls Counties,,,,,,,,,,
,City of Twin Falls,50463,201,1,27,10,163,1034,152,827,55
,Total area actually reporting,1,321,2,62,10,247,1519,304,1116,99
,"Rate per 100,000 inhabitants",,286.8,1.8,55.4,8.9,220.7,1357.1,271.6,997.1,88.4
"Tyler, TX M.S.A.",,231362, ,,,,, ,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler,106851,401,0,72,58,271,3206,439,2597,170
,Total area actually reporting,1,773,7,133,83,550,5034,926,3680,428
,"Rate per 100,000 inhabitants",,334.1,3,57.5,35.9,237.7,2175.8,400.2,1590.6,185
"Urban Honolulu, HI M.S.A.",,974902, ,,,,, ,,,
,Includes Honolulu County,,,,,,,,,,
,Total area actually reporting,1,2638,27,340,954,1317,29263,3864,21562,3837
,"Rate per 100,000 inhabitants",,270.6,2.8,34.9,97.9,135.1,3001.6,396.3,2211.7,393.6
"Utica-Rome, NY M.S.A.",,288854,,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica,59842,374,6,31,143,194,1986,261,1635,90
,City of Rome,32019,54,1,8,11,34,524,84,416,24
,Total area actually reporting,1,784,8,177,177,422,4544,597,3756,191
,"Rate per 100,000 inhabitants",,271.4,2.8,61.3,61.3,146.1,1573.1,206.7,1300.3,66.1
"Vallejo, CA M.S.A.",,447069,,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo ,122657,1037,12,138,336,551,4941,2888,1148,905
,Total area actually reporting,1,2114,21,264,661,1168,13161,3727,7369,2065
,"Rate per 100,000 inhabitants",,472.9,4.7,59.1,147.9,261.3,2943.8,833.7,1648.3,461.9
"Victoria, TX M.S.A.",,99703, ,,,,, ,,,
,Includes Goliad and Victoria Counties,,,,,,,,,,
,City of Victoria,67581,347,3,66,52,226,1974,382,1474,118
,Total area actually reporting,1,463,7,88,60,308,2452,529,1747,176
,"Rate per 100,000 inhabitants",,464.4,7,88.3,60.2,308.9,2459.3,530.6,1752.2,176.5
"Vineland-Bridgeton, NJ M.S.A.",,149590, ,,,,, ,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland,59860,211,1,32,55,123,1686,269,1375,42
,City of Bridgeton,24331,223,2,17,114,90,848,261,549,38
,Total area actually reporting,1,631,7,72,235,317,4047,816,3103,128
,"Rate per 100,000 inhabitants",,421.8,4.7,48.1,157.1,211.9,2705.4,545.5,2074.3,85.6
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.3",,1761473,,,,,,,,,
,"Includes Camden, Currituck and Gates Counties, NC3 and Gloucester, Isle of Wight, James City, Mathews, Southampton, and York Counties and Chesapeake, Franklin, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA",449038,581,30,79,196,276,7906,530,6797,579
,"City of Norfolk, VA",242813,1325,36,134,311,844,8405,841,6765,799
,"City of Newport News, VA",177319,1056,24,64,164,804,4484,503,3641,340
,"City of Hampton, VA",133173,393,15,42,122,214,3994,347,3397,250
,"City of Portsmouth, VA",93991,889,16,37,230,606,5509,846,4189,474
,Total area actually reporting,0.993,6141,140,596,1285,4120,42321,4179,34941,3201
,Estimated total,1,6157,141,598,1286,4132,42452,4232,35008,3212
,"Rate per 100,000 inhabitants",,349.5,8,33.9,73,234.6,2410,240.3,1987.4,182.3
"Visalia, CA M.S.A.",,464847,,,,,,,,,
,Includes Tulare County,, ,,,,,,,,
,City of Visalia ,134961,586,4,111,159,312,3900,747,2627,526
,Total area actually reporting,1,1692,20,194,389,1089,10625,2025,6755,1845
,"Rate per 100,000 inhabitants",,364,4.3,41.7,83.7,234.3,2285.7,435.6,1453.2,396.9
"Waco, TX M.S.A.3",,272588, ,,,,, ,,,
,Includes Falls and McLennan Counties,,,,,,,,,,
,City of Waco,139870,799,10,88,133,568,4599,784,3492,323
,Total area actually reporting,0.95,1129,12,161,170,786,6767,1183,5006,578
,Estimated total,1,1166,13,164,172,817,6976,1234,5136,606
,"Rate per 100,000 inhabitants",,427.8,4.8,60.2,63.1,299.7,2559.2,452.7,1884.2,222.3
"Walla Walla, WA M.S.A.",,60962,,,,,,,,,
,Includes Walla Walla County,,,,,,,,,,
,City of Walla Walla,33047,114,2,29,16,67,1052,161,814,77
,Total area actually reporting,1,145,3,34,18,90,1479,276,1095,108
,"Rate per 100,000 inhabitants",,237.9,4.9,55.8,29.5,147.6,2426.1,452.7,1796.2,177.2
"Warner Robins, GA M.S.A.3",,184460,,,,,,,,,
,Includes Houston and Peach Counties3,,,,,,,,,,
,City of Warner Robins3,76623,420,3,44,104,269,3609,626,2744,239
,Total area actually reporting,0.903,709,3,86,143,477,5278,924,4011,343
,Estimated total,1,765,4,90,160,511,5732,974,4365,393
,"Rate per 100,000 inhabitants",,414.7,2.2,48.8,86.7,277,3107.4,528,2366.4,213.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.3, 4",,6301628,,,,,,,,,
,"Includes the Metropolitan Divisions of Frederick-Gaithersburg-Rockville, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, D.C. ",705749,6896,166,342,2359,4029,29965,1840,25827,2298
,"City of Alexandria, VA",162258,288,2,19,80,187,2517,117,2005,395
,"City of Frederick, MD",73030,296,2,37,54,203,1364,199,1112,53
,Total area actually reporting,0.999,,,1839,5623,9306,102402,7856,85833,8713
,Estimated total,1,,,1840,5624,9309,102470,7865,85885,8720
,"Rate per 100,000 inhabitants",,,,29.2,89.2,147.7,1626.1,124.8,1362.9,138.4
"Frederick-Gaithersburg-Rockville, MD M.D.",,1314401,,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,1,2167,18,355,644,1150,17671,1812,14848,1011
,"Rate per 100,000 inhabitants",,164.9,1.4,27,49,87.5,1344.4,137.9,1129.6,76.9
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.3, 4",,4987227,,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's3 Counties, MD; Arlington, Clarke, Culpeper, Fairfax, Fauquier, Loudoun, Madison, Prince William, Rappahannock, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,0.999,,,1484,4979,8156,84731,6044,70985,7702
,Estimated total,1,,,1485,4980,8159,84799,6053,71037,7709
,"Rate per 100,000 inhabitants",,,,29.8,99.9,163.6,1700.3,121.4,1424.4,154.6
"Watertown-Fort Drum, NY M.S.A.",,110566,,,,,,,,,
,Includes Jefferson County,, ,,,,,,,,
,City of Watertown,25102,154,0,57,14,83,887,108,743,36
,Total area actually reporting,1,243,0,96,20,127,1615,187,1375,53
,"Rate per 100,000 inhabitants",,219.8,0,86.8,18.1,114.9,1460.7,169.1,1243.6,47.9
"Wausau-Weston, WI M.S.A.3",,162956,,,,,,,,,
,Includes Lincoln and Marathon3 Counties,, ,,,,,,,,
,City of Wausau3,38507,156,1,42,5,108,521,81,396,44
,Total area actually reporting,1,360,1,88,12,259,1499,233,1182,84
,"Rate per 100,000 inhabitants",,220.9,0.6,54,7.4,158.9,919.9,143,725.3,51.5
"Weirton-Steubenville, WV-OH M.S.A.",,115836, ,,,,, ,,,
,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",,,,,,,,,,
,"City of Weirton, WV",18296,11,0,1,0,10,88,2,84,2
,"City of Steubenville, OH",17768,33,3,6,9,15,803,55,735,13
,Total area actually reporting,0.819,136,3,20,10,103,1085,86,968,31
,Estimated total,1,179,3,26,15,135,1566,151,1363,52
,"Rate per 100,000 inhabitants",,154.5,2.6,22.4,12.9,116.5,1351.9,130.4,1176.7,44.9
"Wenatchee, WA M.S.A.",,120654, ,,,,, ,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,34513,62,1,16,10,35,638,66,532,40
,Total area actually reporting,1,128,2,28,12,86,1380,229,1065,86
,"Rate per 100,000 inhabitants",,106.1,1.7,23.2,9.9,71.3,1143.8,189.8,882.7,71.3
"Wichita, KS M.S.A.5",,638097, ,,,,, ,,,
,"Includes Butler, Harvey, Sedgwick, and Sumner Counties",,,,,,,,,,
,City of Wichita,390080,4451,35,367,461,3588,20759,2677,15777,2305
,Total area actually reporting,0.992,4962,39,472,493,3958,,3330,,2623
,Estimated total,1,4985,39,472,497,3977,,3351,,2627
,"Rate per 100,000 inhabitants",,781.2,6.1,74,77.9,623.3,,525.2,,411.7
"Wichita Falls, TX M.S.A.",,150317, ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,104551,364,4,103,85,172,3183,557,2394,232
,Total area actually reporting,0.954,461,4,127,92,238,3747,711,2737,299
,Estimated total,1,479,4,128,93,254,3856,738,2804,314
,"Rate per 100,000 inhabitants",,318.7,2.7,85.2,61.9,169,2565.2,491,1865.4,208.9
"Wilmington, NC M.S.A.3",,299507, ,,,,, ,,,
,Includes New Hanover and Pender Counties3,,,,,,,,,,
,City of Wilmington3,124750,759,7,74,127,551,3593,771,2564,258
,Total area actually reporting,0.802,1015,7,118,159,731,5686,1105,4249,332
,Estimated total,1,1138,9,132,171,826,6534,1380,4746,408
,"Rate per 100,000 inhabitants",,380,3,44.1,57.1,275.8,2181.6,460.8,1584.6,136.2
"Winchester, VA-WV M.S.A.",,140516, ,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA",28201,80,1,39,6,34,657,76,559,22
,Total area actually reporting,0.997,225,1,66,20,138,1794,244,1440,110
,Estimated total,1,226,1,66,20,139,1803,246,1446,111
,"Rate per 100,000 inhabitants",,160.8,0.7,47,14.2,98.9,1283.1,175.1,1029.1,79
"Worcester, MA-CT M.S.A.3",,870501, ,,,,, ,,,
,"Includes Windham County, CT and Worcester County, MA",,,,,,,,,,
,"City of Worcester, MA",184945,1165,13,40,229,883,3792,786,2637,369
,Total area actually reporting,0.974,2659,17,302,336,2004,9100,1590,6778,732
,Estimated total,1,2702,17,308,339,2038,9273,1620,6909,744
,"Rate per 100,000 inhabitants",,310.4,2,35.4,38.9,234.1,1065.2,186.1,793.7,85.5
"Yakima, WA M.S.A.",,251470, ,,,,, ,,,
,Includes Yakima County,,,,,,,,,,
